ID,digit,prop1,prop2
67,7,0.43902439024390244,0.43137254901960786
68,5,0.6829268292682927,0.1568627450980392
69,7,0.5365853658536586,0.39215686274509803
70,7,0.3902439024390244,0.2549019607843137
71,7,0.3902439024390244,0.3333333333333333
72,5,0.4878048780487805,0.23529411764705882
73,5,0.3902439024390244,0.23529411764705882
74,5,0.4634146341463415,0.1568627450980392
75,7,0.3902439024390244,0.3137254901960784
76,5,0.2682926829268293,0.19607843137254902
77,5,0.3902439024390244,0.1568627450980392
78,7,0.2926829268292683,0.23529411764705882
79,7,0.5121951219512195,0.4117647058823529
80,7,0.24390243902439024,0.19607843137254902
81,5,0.17073170731707318,0.19607843137254902
82,7,0.2682926829268293,0.39215686274509803
83,5,0.3170731707317073,0.21568627450980393
84,7,0.4878048780487805,0.47058823529411764
85,7,0.14634146341463414,0.27450980392156865
86,5,0.6097560975609756,0.17647058823529413
87,7,0.43902439024390244,0.29411764705882354
88,5,0.7804878048780488,0.27450980392156865
89,7,0.43902439024390244,0.45098039215686275
90,5,0.6585365853658537,0.29411764705882354
91,7,0.3170731707317073,0.37254901960784315
92,5,0.3902439024390244,0.13725490196078433
93,5,0.7317073170731707,0.27450980392156865
94,7,0.3902439024390244,0.39215686274509803
95,7,0.3170731707317073,0.3333333333333333
96,5,0.6341463414634146,0.23529411764705882
97,5,0.43902439024390244,0.1568627450980392
98,5,0.5121951219512195,0.1568627450980392
99,5,0.4634146341463415,0.11764705882352941
100,7,0.3170731707317073,0.17647058823529413
101,7,0.3902439024390244,0.45098039215686275
102,7,0.4634146341463415,0.43137254901960786
103,5,0.1951219512195122,0.17647058823529413
104,5,0.5121951219512195,0.23529411764705882
105,5,0.4634146341463415,0.1568627450980392
106,5,0.6585365853658537,0.3333333333333333
107,5,0.5853658536585366,0.43137254901960786
108,7,0.34146341463414637,0.23529411764705882
109,7,0.34146341463414637,0.3333333333333333
110,7,0.4146341463414634,0.37254901960784315
111,5,0.5853658536585366,0.09803921568627451
112,7,0.3170731707317073,0.2549019607843137
113,7,0.34146341463414637,0.3333333333333333
114,7,0.34146341463414637,0.3137254901960784
115,5,0.21951219512195122,0.19607843137254902
116,7,0.2926829268292683,0.29411764705882354
117,5,0.21951219512195122,0.21568627450980393
118,7,0.36585365853658536,0.35294117647058826
119,5,0.7560975609756098,0.45098039215686275
120,5,0.6341463414634146,0.43137254901960786
121,7,0.4146341463414634,0.23529411764705882
122,5,0.7560975609756098,0.23529411764705882
123,7,0.3902439024390244,0.35294117647058826
124,7,0.24390243902439024,0.19607843137254902
125,5,0.4634146341463415,0.4117647058823529
126,7,0.2682926829268293,0.23529411764705882
127,7,0.3170731707317073,0.37254901960784315
128,7,0.21951219512195122,0.23529411764705882
129,7,0.4146341463414634,0.37254901960784315
130,5,0.6341463414634146,0.2549019607843137
131,5,0.4878048780487805,0.17647058823529413
132,7,0.4146341463414634,0.27450980392156865
133,5,0.6585365853658537,0.3333333333333333
134,7,0.4878048780487805,0.37254901960784315
135,7,0.24390243902439024,0.2549019607843137
136,5,0.43902439024390244,0.23529411764705882
137,5,0.6829268292682927,0.4117647058823529
138,7,0.3902439024390244,0.39215686274509803
139,5,0.7317073170731707,0.4117647058823529
140,5,0.24390243902439024,0.21568627450980393
141,7,0.4878048780487805,0.4117647058823529
142,7,0.43902439024390244,0.43137254901960786
143,7,0.2682926829268293,0.21568627450980393
144,7,0.43902439024390244,0.35294117647058826
145,5,0.7073170731707317,0.17647058823529413
146,7,0.3170731707317073,0.2549019607843137
147,5,0.6829268292682927,0.2549019607843137
148,7,0.4146341463414634,0.4117647058823529
149,5,0.6585365853658537,0.29411764705882354
150,5,0.5609756097560976,0.19607843137254902
151,5,0.7073170731707317,0.19607843137254902
152,7,0.3902439024390244,0.3333333333333333
153,5,0.1951219512195122,0.13725490196078433
154,5,0.17073170731707318,0.1568627450980392
155,7,0.2926829268292683,0.19607843137254902
156,7,0.4146341463414634,0.35294117647058826
157,7,0.36585365853658536,0.2549019607843137
158,5,0.6341463414634146,0.2549019607843137
159,7,0.3902439024390244,0.37254901960784315
160,5,0.6585365853658537,0.29411764705882354
161,5,0.7317073170731707,0.35294117647058826
162,7,0.43902439024390244,0.39215686274509803
163,7,0.3902439024390244,0.29411764705882354
164,7,0.3902439024390244,0.17647058823529413
165,5,0.5853658536585366,0.19607843137254902
166,5,0.4634146341463415,0.3137254901960784
167,5,0.6585365853658537,0.4117647058823529
168,7,0.4146341463414634,0.37254901960784315
169,5,0.6341463414634146,0.3333333333333333
170,7,0.4146341463414634,0.35294117647058826
171,7,0.34146341463414637,0.19607843137254902
172,5,0.12195121951219512,0.21568627450980393
173,7,0.43902439024390244,0.39215686274509803
174,7,0.4878048780487805,0.43137254901960786
175,7,0.34146341463414637,0.2549019607843137
176,5,0.6097560975609756,0.17647058823529413
177,7,0.34146341463414637,0.2549019607843137
178,7,0.34146341463414637,0.3333333333333333
179,5,0.14634146341463414,0.19607843137254902
180,7,0.3902439024390244,0.3137254901960784
181,7,0.2926829268292683,0.3137254901960784
182,7,0.43902439024390244,0.4117647058823529
183,5,0.5365853658536586,0.19607843137254902
184,5,0.2926829268292683,0.23529411764705882
185,5,0.6585365853658537,0.37254901960784315
186,7,0.36585365853658536,0.37254901960784315
187,5,0.34146341463414637,0.21568627450980393
188,5,0.5121951219512195,0.3333333333333333
189,7,0.3170731707317073,0.3137254901960784
190,7,0.2926829268292683,0.2549019607843137
191,7,0.4878048780487805,0.47058823529411764
192,7,0.43902439024390244,0.21568627450980393
193,7,0.5609756097560976,0.5098039215686274
194,5,0.0975609756097561,0.1568627450980392
195,7,0.36585365853658536,0.39215686274509803
196,7,0.5609756097560976,0.39215686274509803
197,7,0.43902439024390244,0.43137254901960786
198,5,0.6829268292682927,0.19607843137254902
199,5,0.6341463414634146,0.19607843137254902
200,7,0.2926829268292683,0.29411764705882354
201,5,0.5121951219512195,0.2549019607843137
202,7,0.36585365853658536,0.19607843137254902
203,7,0.5365853658536586,0.37254901960784315
204,5,0.5609756097560976,0.29411764705882354
205,7,0.2926829268292683,0.29411764705882354
206,7,0.4878048780487805,0.47058823529411764
207,5,0.2926829268292683,0.19607843137254902
208,7,0.4146341463414634,0.37254901960784315
209,7,0.4146341463414634,0.3137254901960784
210,7,0.4146341463414634,0.3333333333333333
211,7,0.36585365853658536,0.2549019607843137
212,7,0.4146341463414634,0.3333333333333333
213,7,0.24390243902439024,0.17647058823529413
214,7,0.24390243902439024,0.19607843137254902
215,5,0.12195121951219512,0.11764705882352941
216,5,0.43902439024390244,0.35294117647058826
217,5,0.5365853658536586,0.17647058823529413
218,7,0.36585365853658536,0.23529411764705882
219,7,0.34146341463414637,0.39215686274509803
220,7,0.34146341463414637,0.43137254901960786
221,7,0.34146341463414637,0.27450980392156865
222,5,0.6585365853658537,0.21568627450980393
223,5,0.5609756097560976,0.19607843137254902
224,7,0.36585365853658536,0.35294117647058826
225,7,0.14634146341463414,0.3137254901960784
226,7,0.2926829268292683,0.35294117647058826
227,5,0.5853658536585366,0.23529411764705882
228,7,0.1951219512195122,0.1568627450980392
229,5,0.21951219512195122,0.19607843137254902
230,5,0.6097560975609756,0.17647058823529413
231,7,0.34146341463414637,0.27450980392156865
232,5,0.7073170731707317,0.19607843137254902
233,5,0.2926829268292683,0.21568627450980393
234,7,0.3902439024390244,0.35294117647058826
235,7,0.2926829268292683,0.3137254901960784
236,7,0.43902439024390244,0.39215686274509803
237,7,0.34146341463414637,0.35294117647058826
238,5,0.21951219512195122,0.2549019607843137
239,7,0.3170731707317073,0.29411764705882354
240,7,0.4146341463414634,0.35294117647058826
241,7,0.34146341463414637,0.23529411764705882
242,7,0.2682926829268293,0.29411764705882354
243,5,0.5121951219512195,0.4117647058823529
244,7,0.34146341463414637,0.17647058823529413
245,7,0.34146341463414637,0.21568627450980393
246,7,0.4878048780487805,0.37254901960784315
247,7,0.5365853658536586,0.4117647058823529
248,5,0.7560975609756098,0.27450980392156865
249,7,0.43902439024390244,0.39215686274509803
250,5,0.4634146341463415,0.1568627450980392
251,7,0.3902439024390244,0.27450980392156865
252,7,0.5853658536585366,0.4117647058823529
253,5,0.5609756097560976,0.35294117647058826
254,7,0.5853658536585366,0.4117647058823529
255,7,0.4634146341463415,0.35294117647058826
256,7,0.5853658536585366,0.39215686274509803
257,5,0.7560975609756098,0.3333333333333333
258,7,0.5853658536585366,0.35294117647058826
259,5,0.7317073170731707,0.3333333333333333
260,5,0.8048780487804879,0.29411764705882354
261,5,0.6585365853658537,0.39215686274509803
262,5,0.5609756097560976,0.19607843137254902
263,7,0.5853658536585366,0.39215686274509803
264,5,0.3902439024390244,0.3137254901960784
265,5,0.5609756097560976,0.27450980392156865
266,5,0.2926829268292683,0.11764705882352941
267,5,0.6341463414634146,0.27450980392156865
268,7,0.4634146341463415,0.3333333333333333
269,7,0.2682926829268293,0.3333333333333333
270,7,0.3902439024390244,0.35294117647058826
271,5,0.5853658536585366,0.35294117647058826
272,5,0.6585365853658537,0.3333333333333333
273,7,0.36585365853658536,0.39215686274509803
274,7,0.5121951219512195,0.27450980392156865
275,5,0.7073170731707317,0.27450980392156865
276,5,0.3902439024390244,0.2549019607843137
277,7,0.3902439024390244,0.19607843137254902
278,5,0.4878048780487805,0.21568627450980393
279,7,0.3170731707317073,0.37254901960784315
280,7,0.5609756097560976,0.39215686274509803
281,7,0.43902439024390244,0.27450980392156865
282,5,0.4634146341463415,0.1568627450980392
283,7,0.34146341463414637,0.17647058823529413
284,7,0.5365853658536586,0.37254901960784315
285,7,0.4878048780487805,0.35294117647058826
286,7,0.4146341463414634,0.3333333333333333
287,5,0.6585365853658537,0.5294117647058824
288,7,0.024390243902439025,0.1568627450980392
289,7,0.4878048780487805,0.4117647058823529
290,5,0.3902439024390244,0.27450980392156865
291,7,0.5365853658536586,0.39215686274509803
292,7,0.6829268292682927,0.27450980392156865
293,5,0.4634146341463415,0.17647058823529413
294,5,0.5121951219512195,0.21568627450980393
295,7,0.2926829268292683,0.23529411764705882
296,5,0.5121951219512195,0.19607843137254902
297,7,0.0975609756097561,0.2549019607843137
298,7,0.4146341463414634,0.35294117647058826
299,5,0.7317073170731707,0.43137254901960786
300,7,0.34146341463414637,0.3333333333333333
301,5,0.7804878048780488,0.2549019607843137
302,5,0.1951219512195122,0.13725490196078433
303,7,0.4634146341463415,0.45098039215686275
304,5,0.6585365853658537,0.19607843137254902
305,7,0.4146341463414634,0.39215686274509803
306,5,0.2926829268292683,0.13725490196078433
307,5,0.4878048780487805,0.17647058823529413
308,7,0.7317073170731707,0.5098039215686274
309,5,0.2926829268292683,0.17647058823529413
310,5,0.6097560975609756,0.21568627450980393
311,5,0.4634146341463415,0.1568627450980392
312,5,0.5609756097560976,0.19607843137254902
313,7,0.2682926829268293,0.23529411764705882
314,7,0.3902439024390244,0.35294117647058826
315,5,0.4634146341463415,0.058823529411764705
316,7,0.34146341463414637,0.3333333333333333
317,5,0.36585365853658536,0.13725490196078433
318,5,0.7073170731707317,0.2549019607843137
319,7,0.2926829268292683,0.29411764705882354
320,5,0.8536585365853658,0.21568627450980393
321,7,0.34146341463414637,0.29411764705882354
322,5,0.36585365853658536,0.35294117647058826
323,7,0.2682926829268293,0.23529411764705882
324,5,0.6585365853658537,0.2549019607843137
325,7,0.43902439024390244,0.23529411764705882
326,7,0.34146341463414637,0.27450980392156865
327,5,0.4146341463414634,0.19607843137254902
328,5,0.36585365853658536,0.1568627450980392
329,7,0.6097560975609756,0.4117647058823529
330,5,0.34146341463414637,0.1568627450980392
331,7,0.4878048780487805,0.43137254901960786
332,5,0.7073170731707317,0.17647058823529413
333,7,0.17073170731707318,0.29411764705882354
334,5,0.6585365853658537,0.1568627450980392
335,7,0.6341463414634146,0.5098039215686274
336,7,0.4146341463414634,0.3137254901960784
337,5,0.6097560975609756,0.17647058823529413
338,7,0.3902439024390244,0.4117647058823529
339,5,0.6829268292682927,0.19607843137254902
340,7,0.2926829268292683,0.29411764705882354
341,5,0.4146341463414634,0.1568627450980392
342,7,0.4146341463414634,0.27450980392156865
343,7,0.4146341463414634,0.35294117647058826
344,7,0.34146341463414637,0.23529411764705882
345,5,0.43902439024390244,0.1568627450980392
346,7,0.36585365853658536,0.3137254901960784
347,7,0.3170731707317073,0.3333333333333333
348,5,0.5853658536585366,0.21568627450980393
349,5,0.6829268292682927,0.1568627450980392
350,5,0.8292682926829268,0.35294117647058826
351,7,0.34146341463414637,0.37254901960784315
352,5,0.34146341463414637,0.21568627450980393
353,7,0.3902439024390244,0.19607843137254902
354,7,0.3170731707317073,0.27450980392156865
355,7,0.3170731707317073,0.27450980392156865
356,7,0.3170731707317073,0.3333333333333333
357,5,0.43902439024390244,0.13725490196078433
358,7,0.2926829268292683,0.21568627450980393
359,7,0.5609756097560976,0.21568627450980393
360,5,0.5365853658536586,0.19607843137254902
361,7,0.3170731707317073,0.29411764705882354
362,5,0.4634146341463415,0.17647058823529413
363,7,0.36585365853658536,0.35294117647058826
364,5,0.5365853658536586,0.1568627450980392
365,5,0.5121951219512195,0.19607843137254902
366,5,0.5121951219512195,0.1568627450980392
367,5,0.43902439024390244,0.17647058823529413
368,7,0.2926829268292683,0.2549019607843137
369,5,0.4634146341463415,0.17647058823529413
370,7,0.36585365853658536,0.35294117647058826
371,7,0.2682926829268293,0.19607843137254902
372,7,0.3902439024390244,0.35294117647058826
373,5,0.8780487804878049,0.29411764705882354
374,7,0.34146341463414637,0.2549019607843137
375,5,0.7560975609756098,0.2549019607843137
376,7,0.4146341463414634,0.3137254901960784
377,7,0.4146341463414634,0.49019607843137253
378,7,0.2682926829268293,0.2549019607843137
379,5,0.4878048780487805,0.1568627450980392
380,5,0.4146341463414634,0.2549019607843137
381,7,0.4146341463414634,0.4117647058823529
382,5,0.7317073170731707,0.37254901960784315
383,7,0.43902439024390244,0.37254901960784315
384,7,0.3902439024390244,0.3137254901960784
385,5,0.5853658536585366,0.37254901960784315
386,7,0.43902439024390244,0.35294117647058826
387,5,0.7804878048780488,0.37254901960784315
388,7,0.4146341463414634,0.37254901960784315
389,7,0.4634146341463415,0.35294117647058826
390,7,0.43902439024390244,0.23529411764705882
391,7,0.5121951219512195,0.3333333333333333
392,5,0.7804878048780488,0.3137254901960784
393,7,0.4146341463414634,0.19607843137254902
394,5,0.6341463414634146,0.5294117647058824
395,5,0.8048780487804879,0.2549019607843137
396,5,0.5121951219512195,0.13725490196078433
397,7,0.3902439024390244,0.27450980392156865
398,5,0.5609756097560976,0.1568627450980392
399,7,0.3170731707317073,0.19607843137254902
400,7,0.5853658536585366,0.47058823529411764
401,5,0.8048780487804879,0.29411764705882354
402,5,0.8292682926829268,0.39215686274509803
403,5,0.34146341463414637,0.17647058823529413
404,5,0.7804878048780488,0.45098039215686275
405,5,0.4634146341463415,0.23529411764705882
406,7,0.5853658536585366,0.4117647058823529
407,7,0.34146341463414637,0.43137254901960786
408,7,0.2926829268292683,0.23529411764705882
409,7,0.3170731707317073,0.27450980392156865
410,7,0.5365853658536586,0.37254901960784315
411,5,0.43902439024390244,0.1568627450980392
412,5,0.7317073170731707,0.29411764705882354
413,5,0.7073170731707317,0.19607843137254902
414,7,0.2926829268292683,0.27450980392156865
415,5,0.6341463414634146,0.19607843137254902
416,7,0.2926829268292683,0.2549019607843137
417,7,0.36585365853658536,0.3137254901960784
418,5,0.5121951219512195,0.37254901960784315
419,7,0.5121951219512195,0.3137254901960784
420,5,0.5853658536585366,0.2549019607843137
421,7,0.5365853658536586,0.37254901960784315
422,5,0.7560975609756098,0.23529411764705882
423,7,0.4146341463414634,0.17647058823529413
424,7,0.5121951219512195,0.29411764705882354
425,7,0.2682926829268293,0.23529411764705882
426,5,0.6829268292682927,0.19607843137254902
427,7,0.3902439024390244,0.2549019607843137
428,7,0.43902439024390244,0.29411764705882354
429,5,0.5853658536585366,0.1568627450980392
430,5,0.6829268292682927,0.17647058823529413
431,7,0.4878048780487805,0.43137254901960786
432,7,0.2926829268292683,0.21568627450980393
433,5,0.7317073170731707,0.4117647058823529
434,7,0.4146341463414634,0.35294117647058826
435,7,0.3902439024390244,0.3333333333333333
436,5,0.6341463414634146,0.19607843137254902
437,7,0.3170731707317073,0.23529411764705882
438,5,0.5121951219512195,0.35294117647058826
439,7,0.43902439024390244,0.39215686274509803
440,5,0.34146341463414637,0.1568627450980392
441,5,0.36585365853658536,0.19607843137254902
442,7,0.4878048780487805,0.29411764705882354
443,5,0.7804878048780488,0.23529411764705882
444,5,0.7560975609756098,0.3137254901960784
445,5,0.6829268292682927,0.19607843137254902
446,7,0.3170731707317073,0.1568627450980392
447,7,0.43902439024390244,0.21568627450980393
448,7,0.4146341463414634,0.37254901960784315
449,7,0.36585365853658536,0.3333333333333333
450,7,0.34146341463414637,0.21568627450980393
451,7,0.5609756097560976,0.49019607843137253
452,5,0.43902439024390244,0.3137254901960784
453,5,0.6585365853658537,0.19607843137254902
454,5,0.7560975609756098,0.5098039215686274
455,5,0.6097560975609756,0.19607843137254902
456,5,0.7804878048780488,0.19607843137254902
457,7,0.3902439024390244,0.3137254901960784
458,5,0.6097560975609756,0.37254901960784315
459,5,0.6585365853658537,0.1568627450980392
460,5,0.8292682926829268,0.1568627450980392
461,5,0.5121951219512195,0.19607843137254902
462,5,0.6829268292682927,0.23529411764705882
463,7,0.04878048780487805,0.37254901960784315
464,7,0.36585365853658536,0.27450980392156865
465,5,0.17073170731707318,0.1568627450980392
466,5,0.7560975609756098,0.21568627450980393
467,5,0.7317073170731707,0.17647058823529413
468,7,0.43902439024390244,0.3137254901960784
469,5,0.6585365853658537,0.2549019607843137
470,5,0.7073170731707317,0.3137254901960784
471,5,0.5121951219512195,0.19607843137254902
472,5,0.34146341463414637,0.19607843137254902
473,7,0.4146341463414634,0.23529411764705882
474,7,0.4878048780487805,0.39215686274509803
475,7,0.2682926829268293,0.27450980392156865
476,5,0.43902439024390244,0.19607843137254902
477,7,0.43902439024390244,0.3333333333333333
478,5,0.6829268292682927,0.19607843137254902
479,7,0.3902439024390244,0.29411764705882354
480,7,0.34146341463414637,0.4117647058823529
481,7,0.4634146341463415,0.43137254901960786
482,7,0.21951219512195122,0.23529411764705882
483,7,0.3170731707317073,0.29411764705882354
484,5,0.6585365853658537,0.27450980392156865
485,5,0.5365853658536586,0.1568627450980392
486,5,0.5365853658536586,0.17647058823529413
487,5,0.6097560975609756,0.47058823529411764
488,5,0.5121951219512195,0.19607843137254902
489,7,0.4878048780487805,0.4117647058823529
490,7,0.5121951219512195,0.35294117647058826
491,5,0.6341463414634146,0.19607843137254902
492,7,0.36585365853658536,0.37254901960784315
493,7,0.3902439024390244,0.35294117647058826
494,5,0.5121951219512195,0.1568627450980392
495,7,0.4146341463414634,0.35294117647058826
496,7,0.43902439024390244,0.4117647058823529
497,5,0.36585365853658536,0.17647058823529413
498,7,0.43902439024390244,0.37254901960784315
499,5,0.5853658536585366,0.39215686274509803
500,7,0.4634146341463415,0.19607843137254902
501,7,0.34146341463414637,0.35294117647058826
502,7,0.24390243902439024,0.09803921568627451
503,7,0.4878048780487805,0.23529411764705882
504,7,0.2682926829268293,0.21568627450980393
505,5,0.4634146341463415,0.1568627450980392
506,7,0.4634146341463415,0.23529411764705882
507,5,0.6097560975609756,0.27450980392156865
508,5,0.4878048780487805,0.17647058823529413
509,7,0.3902439024390244,0.4117647058823529
510,7,0.3902439024390244,0.37254901960784315
511,5,0.7317073170731707,0.2549019607843137
512,5,0.24390243902439024,0.11764705882352941
513,5,0.4146341463414634,0.19607843137254902
514,5,0.8048780487804879,0.5882352941176471
515,7,0.2682926829268293,0.23529411764705882
516,5,0.5121951219512195,0.23529411764705882
517,5,0.5365853658536586,0.37254901960784315
518,7,0.5121951219512195,0.21568627450980393
519,7,0.36585365853658536,0.3137254901960784
520,7,0.5609756097560976,0.45098039215686275
521,7,0.34146341463414637,0.3333333333333333
522,5,0.7073170731707317,0.39215686274509803
523,5,0.7073170731707317,0.29411764705882354
524,7,0.2926829268292683,0.23529411764705882
525,7,0.24390243902439024,0.3137254901960784
526,7,0.4634146341463415,0.23529411764705882
527,5,0.34146341463414637,0.1568627450980392
528,5,0.5121951219512195,0.29411764705882354
529,7,0.36585365853658536,0.43137254901960786
530,5,0.2682926829268293,0.17647058823529413
531,5,0.5853658536585366,0.23529411764705882
532,7,0.43902439024390244,0.4117647058823529
533,5,0.6341463414634146,0.19607843137254902
534,7,0.3902439024390244,0.3333333333333333
535,5,0.6097560975609756,0.19607843137254902
536,7,0.5121951219512195,0.5294117647058824
537,7,0.4634146341463415,0.45098039215686275
538,7,0.2926829268292683,0.19607843137254902
539,7,0.3902439024390244,0.35294117647058826
540,5,0.5609756097560976,0.23529411764705882
541,7,0.6097560975609756,0.2549019607843137
542,5,0.2926829268292683,0.23529411764705882
543,7,0.3902439024390244,0.3333333333333333
544,5,0.6097560975609756,0.3137254901960784
545,7,0.43902439024390244,0.37254901960784315
546,7,0.34146341463414637,0.29411764705882354
547,7,0.5121951219512195,0.21568627450980393
548,7,0.4146341463414634,0.29411764705882354
549,5,0.1951219512195122,0.1568627450980392
550,5,0.6829268292682927,0.1568627450980392
551,5,0.7317073170731707,0.19607843137254902
552,7,0.3902439024390244,0.35294117647058826
553,5,0.5609756097560976,0.23529411764705882
554,7,0.3170731707317073,0.2549019607843137
555,7,0.34146341463414637,0.2549019607843137
556,7,0.36585365853658536,0.29411764705882354
557,5,0.6097560975609756,0.2549019607843137
558,5,0.5853658536585366,0.17647058823529413
559,7,0.34146341463414637,0.4117647058823529
560,7,0.36585365853658536,0.19607843137254902
561,5,0.7560975609756098,0.21568627450980393
562,7,0.2926829268292683,0.29411764705882354
563,5,0.4634146341463415,0.1568627450980392
564,7,0.43902439024390244,0.4117647058823529
565,7,0.5609756097560976,0.23529411764705882
566,7,0.43902439024390244,0.5294117647058824
567,7,0.2682926829268293,0.19607843137254902
568,7,0.4634146341463415,0.39215686274509803
569,7,0.5121951219512195,0.29411764705882354
570,5,0.7804878048780488,0.23529411764705882
571,5,0.8048780487804879,0.09803921568627451
572,7,0.5121951219512195,0.43137254901960786
573,7,0.4146341463414634,0.45098039215686275
574,5,0.5365853658536586,0.0784313725490196
575,5,0.8292682926829268,0.19607843137254902
576,7,0.5365853658536586,0.4117647058823529
577,5,0.7560975609756098,0.21568627450980393
578,5,0.4634146341463415,0.19607843137254902
579,7,0.43902439024390244,0.29411764705882354
580,7,0.5121951219512195,0.4117647058823529
581,5,0.5853658536585366,0.17647058823529413
582,5,0.8536585365853658,0.3137254901960784
583,5,0.6829268292682927,0.2549019607843137
584,5,0.4634146341463415,0.27450980392156865
585,7,0.4634146341463415,0.35294117647058826
586,5,0.5121951219512195,0.09803921568627451
587,5,0.34146341463414637,0.1568627450980392
588,5,0.6097560975609756,0.1568627450980392
589,5,0.43902439024390244,0.17647058823529413
590,7,0.34146341463414637,0.3333333333333333
591,7,0.24390243902439024,0.2549019607843137
592,5,0.12195121951219512,0.17647058823529413
593,5,0.6829268292682927,0.43137254901960786
594,5,0.8048780487804879,0.29411764705882354
595,7,0.43902439024390244,0.35294117647058826
596,7,0.2682926829268293,0.3333333333333333
597,7,0.5121951219512195,0.27450980392156865
598,7,0.2682926829268293,0.2549019607843137
599,7,0.3902439024390244,0.3137254901960784
600,7,0.43902439024390244,0.47058823529411764
601,5,0.6585365853658537,0.19607843137254902
602,7,0.3170731707317073,0.3137254901960784
603,5,0.3902439024390244,0.1568627450980392
604,5,0.14634146341463414,0.1568627450980392
605,7,0.4146341463414634,0.3333333333333333
606,7,0.4878048780487805,0.21568627450980393
607,5,0.5365853658536586,0.17647058823529413
608,5,0.7317073170731707,0.19607843137254902
609,7,0.36585365853658536,0.39215686274509803
610,7,0.3902439024390244,0.3137254901960784
611,5,0.3170731707317073,0.29411764705882354
612,7,0.2682926829268293,0.19607843137254902
613,7,0.34146341463414637,0.3137254901960784
614,7,0.3902439024390244,0.3333333333333333
615,5,0.2926829268292683,0.21568627450980393
616,7,0.3902439024390244,0.3333333333333333
617,7,0.34146341463414637,0.29411764705882354
618,5,0.6097560975609756,0.058823529411764705
619,5,0.6097560975609756,0.19607843137254902
620,5,0.3170731707317073,0.1568627450980392
621,5,0.5365853658536586,0.19607843137254902
622,7,0.36585365853658536,0.2549019607843137
623,5,0.6341463414634146,0.1568627450980392
624,7,0.36585365853658536,0.37254901960784315
625,7,0.3902439024390244,0.27450980392156865
626,7,0.43902439024390244,0.3333333333333333
627,5,0.5121951219512195,0.19607843137254902
628,5,0.3170731707317073,0.11764705882352941
629,5,0.6341463414634146,0.17647058823529413
630,5,0.4146341463414634,0.23529411764705882
631,7,0.3902439024390244,0.29411764705882354
632,5,0.6341463414634146,0.49019607843137253
633,5,0.7073170731707317,0.2549019607843137
634,7,0.2682926829268293,0.21568627450980393
635,7,0.36585365853658536,0.3137254901960784
